epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
65,29214.3,1.94709,0.38118,0.5528,0.98365,0.00306,0.00325,0.84061,0.59716,0.68475,0.3744,0,0,0,0,1.78432,0,5.3043,0.88868,0.00425,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,29645.6,1.94284,0.37738,0.55602,0.99152,0.00312,0.00478,0.83787,0.59898,0.68481,0.37446,0,0,0,0,1.78242,0,5.34706,0.88865,0.00425,0,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,30073.4,1.9424,0.38259,0.55366,0.98251,0.00308,0.00371,0.83814,0.59991,0.68546,0.37489,0,0,0,0,1.7814,0,5.40157,0.88845,0.00425,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,30500,1.94376,0.38081,0.54853,0.98308,0.00306,0.00509,0.8379,0.60054,0.6857,0.37469,0,0,0,0,1.78196,0,5.42748,0.88733,0.00425,0,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,30923.7,1.93421,0.3684,0.53979,0.9803,0.00308,0.00618,0.83963,0.60034,0.68553,0.37472,0,0,0,0,1.78094,0,5.46818,0.88788,0.00425,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,31355.9,1.92785,0.38057,0.54306,0.98369,0.00306,0.0022,0.84079,0.59946,0.68535,0.37458,0,0,0,0,1.78156,0,5.50006,0.88803,0.00425,0,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,31782.3,1.92829,0.37879,0.53706,0.97158,0.00305,0.00234,0.84045,0.59998,0.68609,0.37483,0,0,0,0,1.78094,0,5.55329,0.8881,0.00424,0,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,32211.5,1.93746,0.37338,0.53787,0.97854,0.00303,0.00296,0.83973,0.60055,0.68601,0.37516,0,0,0,0,1.78092,0,5.59193,0.88786,0.00424,0,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,32637.3,1.93384,0.37103,0.53746,0.96767,0.003,0.00165,0.83987,0.60107,0.68727,0.37539,0,0,0,0,1.78115,0,5.63097,0.88707,0.00424,0,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,33066,1.93568,0.37595,0.53437,0.96619,0.003,0.00335,0.84491,0.59915,0.68756,0.37566,0,0,0,0,1.78077,0,5.66996,0.88601,0.00424,0,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,33507.8,1.92693,0.35029,0.51688,0.96884,0.003,0.00136,0.84433,0.59973,0.68809,0.37571,0,0,0,0,1.77963,0,5.70085,0.8861,0.00423,0,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,33938.4,1.91952,0.36132,0.5207,0.96447,0.00298,0.00201,0.8438,0.60041,0.68832,0.37575,0,0,0,0,1.77914,0,5.73589,0.88509,0.00423,0,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,34366.6,1.89692,0.36573,0.52138,0.95354,0.00298,0.00031,0.84468,0.60099,0.6896,0.37633,0,0,0,0,1.77876,0,5.77477,0.88478,0.00423,0,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,34802.9,1.89486,0.35552,0.51209,0.94763,0.00297,0.00305,0.8446,0.60046,0.68962,0.3763,0,0,0,0,1.77917,0,5.80424,0.88325,0.00424,0,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,35231.3,1.90292,0.36371,0.51176,0.95316,0.00299,0.00277,0.84538,0.60106,0.68991,0.37634,0,0,0,0,1.7795,0,5.83123,0.88327,0.00424,0,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,35663.5,1.88885,0.34957,0.49723,0.95041,0.00299,0.00304,0.84582,0.60169,0.69034,0.37639,0,0,0,0,1.77947,0,5.86057,0.88304,0.00424,0,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,36094.2,1.90211,0.35264,0.50966,0.95638,0.00297,0.00036,0.84559,0.60228,0.69061,0.37692,0,0,0,0,1.77887,0,5.88169,0.88196,0.00424,0,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,36518.5,1.9002,0.35324,0.5071,0.95109,0.00295,0.00081,0.8449,0.6024,0.69073,0.37701,0,0,0,0,1.77918,0,5.91372,0.88155,0.00424,0,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,36942.8,1.8938,0.35607,0.50536,0.94604,0.00292,0.00305,0.84534,0.60225,0.69088,0.37686,0,0,0,0,1.77888,0,5.93494,0.8814,0.00424,0,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,37369.3,1.89632,0.34562,0.50537,0.95443,0.00298,0.00458,0.84318,0.60404,0.69147,0.37737,0,0,0,0,1.77895,0,5.94735,0.88095,0.00424,0,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,37808.1,1.88681,0.34639,0.49892,0.94349,0.00292,0.00021,0.84401,0.60288,0.6918,0.37735,0,0,0,0,1.77821,0,5.97022,0.88111,0.00424,0,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,38236.8,1.86614,0.33954,0.49848,0.93364,0.00294,0.00026,0.84492,0.60323,0.69174,0.37763,0,0,0,0,1.77898,0,5.999,0.88008,0.00424,0,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,38666,1.89653,0.35034,0.49582,0.94337,0.0029,0.00107,0.84497,0.60318,0.69194,0.37737,0,0,0,0,1.77903,0,6.02643,0.87917,0.00424,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,39088.2,1.88232,0.34424,0.48542,0.93617,0.00292,0.00066,0.84257,0.60426,0.69208,0.3774,0,0,0,0,1.77892,0,6.04684,0.8793,0.00424,0,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,39511,1.87621,0.34761,0.49192,0.92971,0.0029,0.00033,0.84278,0.60434,0.69226,0.3773,0,0,0,0,1.77905,0,6.0797,0.87877,0.00424,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,39933.9,1.86461,0.35338,0.48755,0.93022,0.00288,6e-05,0.8431,0.60454,0.69265,0.37756,0,0,0,0,1.77916,0,6.10339,0.87849,0.00424,0,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
